card, set, printTag, price, quantity
Chronomaly Winged Sphinx,Legacy of the Valiant,LVAL-EN009,0.97,16
Dark Artist,Legacy of the Valiant,LVAL-EN090,0.95,19
Deep-Space Cruiser IX,Legacy of the Valiant,LVAL-EN010,0.98,83
Dododo Buster,Legacy of the Valiant,LVAL-EN097,0.96,83
Downerd Magician,Legacy of the Valiant,LVAL-EN057,3.09,96
Duston Roller,Legacy of the Valiant,LVAL-EN080,1.09,98
Evilswarm Exciton Knight,Legacy of the Valiant,LVAL-EN056,7.23,72
Fairy Knight Ingunar,Legacy of the Valiant,LVAL-EN055,1.26,50
Ghostrick Dullahan,Legacy of the Valiant,LVAL-EN053,2.46,75
Ghostrick Jackfrost,Legacy of the Valiant,LVAL-EN021,1.09,40
Ghostrick Museum,Legacy of the Valiant,LVAL-EN064,1.04,53
Ghostrick Nekomusume,Legacy of the Valiant,LVAL-EN023,1.13,64
Ghostrick Skeleton,Legacy of the Valiant,LVAL-EN024,1.08,68
Ghostrick Yeti,Legacy of the Valiant,LVAL-EN082,1.07,1
Ghostrick-Go-Round,Legacy of the Valiant,LVAL-EN074,1.87,10
Gillagillancer,Legacy of the Valiant,LVAL-EN003,0.95,61
Gorgonic Cerberus,Legacy of the Valiant,LVAL-EN014,0.96,20
Gorgonic Gargoyle,Legacy of the Valiant,LVAL-EN012,1.01,63
Gorgonic Golem,Legacy of the Valiant,LVAL-EN011,0.96,17
Gorgonic Guardian,Legacy of the Valiant,LVAL-EN051,1.06,80
Gravekeeper's Ambusher,Legacy of the Valiant,LVAL-EN032,1.15,25
Gravekeeper's Heretic,Legacy of the Valiant,LVAL-EN084,2.17,81
Gravekeeper's Oracle,Legacy of the Valiant,LVAL-EN034,3.13,23
Gravekeeper's Shaman,Legacy of the Valiant,LVAL-EN033,1.95,10
Gwenhwyfar, Queen of Noble Arms,Legacy of the Valiant,LVAL-EN086,10.01,9
Hidden Temples of Necrovalley,Legacy of the Valiant,LVAL-EN066,2.07,40
Leo, the Keeper of the Sacred Tree,Legacy of the Valiant,LVAL-EN058,1.32,67
Luminous Dragon Ritual,Legacy of the Valiant,LVAL-EN062,0.95,49
Majiosheldon,Legacy of the Valiant,LVAL-EN044,1.05,6
Mighty Warrior,Legacy of the Valiant,LVAL-EN096,0.98,70
Mobius the Mega Monarch,Legacy of the Valiant,LVAL-EN040,2.87,90
Mobius the Mega Monarch,Legacy of the Valiant,LVAL-EN040,23.74,0
Mount Sylvania,Legacy of the Valiant,LVAL-EN063,1.39,96
Mystic Macrocarpa Seed,Legacy of the Valiant,LVAL-EN035,0.95,70
Nikitama,Legacy of the Valiant,LVAL-EN037,1.45,40
Noble Knight Peredur,Legacy of the Valiant,LVAL-EN085,1.15,47
Obedience Schooled,Legacy of the Valiant,LVAL-EN088,2.05,77
Onomatopaira,Legacy of the Valiant,LVAL-EN067,1.26,51
Overlay Booster,Legacy of the Valiant,LVAL-EN006,0.97,64
Overlay Sentinel,Legacy of the Valiant,LVAL-EN005,0.95,97
Photon Chargeman,Legacy of the Valiant,LVAL-EN007,1.02,39
Powered Inzektron,Legacy of the Valiant,LVAL-EN087,1.66,54
Purge Ray,Legacy of the Valiant,LVAL-EN072,0.95,65
Rainbow Kuriboh,Legacy of the Valiant,LVAL-EN004,4.36,69
Rank-Down-Magic Numeron Fall,Legacy of the Valiant,LVAL-EN060,0.99,52
Rank-Up-Magic Astral Force,Legacy of the Valiant,LVAL-EN059,1.94,51
Rank-Up-Magic Astral Force,Legacy of the Valiant,LVAL-EN059,3.33,28
Release, Reverse, Burst,Legacy of the Valiant,LVAL-EN071,0.95,21
Rose Witch,Legacy of the Valiant,LVAL-EN093,0.99,29
Shared Ride,Legacy of the Valiant,LVAL-EN070,5.07,12
Sirenorca,Legacy of the Valiant,LVAL-EN041,0.95,15
Skill Prisoner,Legacy of the Valiant,LVAL-EN078,1.16,78
Snapdragon,Legacy of the Valiant,LVAL-EN094,1.04,4
Stand-Off,Legacy of the Valiant,LVAL-EN069,0.98,40
Starship Spy Plane,Legacy of the Valiant,LVAL-EN099,0.95,61
Sylvan Bladefender,Legacy of the Valiant,LVAL-EN000,1.12,98
Sylvan Flowerknight,Legacy of the Valiant,LVAL-EN018,1.17,15
Sylvan Hermitree,Legacy of the Valiant,LVAL-EN020,3.85,13
Sylvan Marshalleaf,Legacy of the Valiant,LVAL-EN017,2.12,1
Sylvan Mikorange,Legacy of the Valiant,LVAL-EN081,1.03,43
Sylvan Peaskeeper,Legacy of the Valiant,LVAL-EN015,1.06,15
Tackle Crusader,Legacy of the Valiant,LVAL-EN043,1.04,53
The First Monarch,Legacy of the Valiant,LVAL-EN089,2.85,42
The Monarchs Awaken,Legacy of the Valiant,LVAL-EN077,0.95,32
White Duston,Legacy of the Valiant,LVAL-EN001,1.1,73
Xyz Override,Legacy of the Valiant,LVAL-EN068,0.96,9
Xyz Shift,Legacy of the Valiant,LVAL-EN061,0.96,61
ZW - Asura Strike,Legacy of the Valiant,LVAL-EN002,1.09,68
And the Band Played On,Primal Origin,PRIO-EN079,1.03,52
Artifact Achilleshield,Primal Origin,PRIO-EN015,0.98,35
Artifact Beagalltach,Primal Origin,PRIO-EN012,1.06,67
Artifact Durendal,Primal Origin,PRIO-EN049,5.2,40
Artifact Durendal,Primal Origin,PRIO-EN049,5.01,99
Artifact Failnaught,Primal Origin,PRIO-EN013,0.97,66
Artifact Ignition,Primal Origin,PRIO-EN060,5.32,37
Artifact Labrys,Primal Origin,PRIO-EN016,0.95,43
Artifact Sanctum,Primal Origin,PRIO-EN072,12.74,15
Artifact Scythe,Primal Origin,PRIO-EN000,2.09,91
Artifacts Unleashed,Primal Origin,PRIO-EN061,0.96,52
Battlin' Boxer Veil,Primal Origin,PRIO-EN009,1.08,6
Beautunaful Princess,Primal Origin,PRIO-EN036,1.23,84
Blizzard Thunderbird,Primal Origin,PRIO-EN007,0.95,39
Bolt Penguin,Primal Origin,PRIO-EN090,0.99,6
Bujin Hirume,Primal Origin,PRIO-EN024,3.8,30
Bujincident,Primal Origin,PRIO-EN075,0.97,45
Bujingi Sinyou,Primal Origin,PRIO-EN084,1.3,97
Bujinki Amaterasu,Primal Origin,PRIO-EN052,1.64,22
Bujinki Amaterasu,Primal Origin,PRIO-EN052,1.63,87
Bujinki Amaterasu,Primal Origin,PRIO-EN052,1.63,19
Bujintervention,Primal Origin,PRIO-EN064,0.95,66
Cairngorgon, Antiluminescent Knight,Primal Origin,PRIO-EN054,1.67,61
Condemned Maiden,Primal Origin,PRIO-EN038,1.07,72
Dawn Knight,Primal Origin,PRIO-EN033,1.06,62
Double Dragon Descent,Primal Origin,PRIO-EN069,1.02,23
Escalation of the Monarchs,Primal Origin,PRIO-EN089,1.33,60
Evo-Singularity,Primal Origin,PRIO-EN077,0.96,30
Forbidden Scripture,Primal Origin,PRIO-EN067,1.43,96
Galactic Charity,Primal Origin,PRIO-EN057,0.96,92
Galaxy Dragon,Primal Origin,PRIO-EN098,1.2,51
Galaxy Tyranno,Primal Origin,PRIO-EN003,1.07,52
Gazer Shark,Primal Origin,PRIO-EN006,1.05,13
Ghostrick Doll,Primal Origin,PRIO-EN022,1.18,39
Ghostrick Night,Primal Origin,PRIO-EN074,1.67,15
Ghostrick Parade,Primal Origin,PRIO-EN063,1.24,63
Ghostrick Socuteboss,Primal Origin,PRIO-EN051,1.96,22
Ghostrick Warwolf,Primal Origin,PRIO-EN023,1.1,76
Gimmick Puppet Des Troy,Primal Origin,PRIO-EN095,1.09,85
Gladiator Beast Augustus,Primal Origin,PRIO-EN030,4.4,68
Gladiator Beast Nerokius,Primal Origin,PRIO-EN086,4.03,0
Hazy Flame Hydra,Primal Origin,PRIO-EN027,1.07,57
Heliosphere Dragon,Primal Origin,PRIO-EN004,0.99,50
Hundred-Footed Horror,Primal Origin,PRIO-EN099,1.02,21
Lucent, Netherlord of Dark World,Primal Origin,PRIO-EN031,12.89,79
Madolche Anjelly,Primal Origin,PRIO-EN028,15.33,13
Majesty's Fiend,Primal Origin,PRIO-EN034,7.22,77
Mecha Phantom Beast O-Lion,Primal Origin,PRIO-EN026,3.32,4
Noble Knight Brothers,Primal Origin,PRIO-EN081,5.38,55
Noble Knights of the Round Table,Primal Origin,PRIO-EN087,1.18,17
Nopenguin,Primal Origin,PRIO-EN037,1.07,3
Phantom King Hydride,Primal Origin,PRIO-EN091,0.99,55
Phonon Pulse Dragon,Primal Origin,PRIO-EN055,1.14,8
Pilica, Descendant of Gusto,Primal Origin,PRIO-EN029,3.35,13
Rank-Up-Magic - The Seventh One,Primal Origin,PRIO-EN058,4.89,75
Rose Archer,Primal Origin,PRIO-EN093,1.09,12
Scrap Factory,Primal Origin,PRIO-EN066,0.97,19
Shogi Knight,Primal Origin,PRIO-EN094,0.97,40
Sylvan Cherubsprout,Primal Origin,PRIO-EN018,0.96,4
Sylvan Lotuswain,Primal Origin,PRIO-EN020,0.96,66
Sylvan Princessprout,Primal Origin,PRIO-EN083,1.58,12
Sylvan Sagequoia,Primal Origin,PRIO-EN021,1.37,53
Sylvan Snapdrassinagon,Primal Origin,PRIO-EN019,0.96,42
Sylvan Waterslide,Primal Origin,PRIO-EN073,0.95,94
Tachyon Chaos Hole,Primal Origin,PRIO-EN070,2.11,43
The Monarchs Erupt,Primal Origin,PRIO-EN076,8.32,51
Thestalos the Mega Monarch,Primal Origin,PRIO-EN035,6.06,35
Traptrix Dionaea,Primal Origin,PRIO-EN025,2.46,19
Tri-and-Guess,Primal Origin,PRIO-EN080,1.81,52
Umbral Horror Ghost,Primal Origin,PRIO-EN010,0.94,66
Xyz Universe,Primal Origin,PRIO-EN078,1.11,70
ZS - Vanish Sage,Primal Origin,PRIO-EN001,0.98,8
ZW - Sleipnir Mail,Primal Origin,PRIO-EN096,1.06,25
Alien Brain,Battle Pack 3: Monster League,BP03-EN215,1.66,78
Alien Brain,Battle Pack 3: Monster League,BP03-EN215,1.68,26
Ancient Gear Knight,Battle Pack 3: Monster League,BP03-EN033,1.07,5
Ancient Gear Knight,Battle Pack 3: Monster League,BP03-EN033,1.08,62
Arsenal Bug,Battle Pack 3: Monster League,BP03-EN004,1.07,11
Arsenal Bug,Battle Pack 3: Monster League,BP03-EN004,1.03,46
Aye-Iron,Battle Pack 3: Monster League,BP03-EN103,0.97,85
Aye-Iron,Battle Pack 3: Monster League,BP03-EN103,0.97,59
Ayers Rock Sunrise,Battle Pack 3: Monster League,BP03-EN183,1.24,57
Ayers Rock Sunrise,Battle Pack 3: Monster League,BP03-EN183,1.19,26
Aztekipede, the Worm Warrior,Battle Pack 3: Monster League,BP03-EN041,4.02,39
Aztekipede, the Worm Warrior,Battle Pack 3: Monster League,BP03-EN041,4.39,64
Banner of Courage,Battle Pack 3: Monster League,BP03-EN147,1.02,47
Banner of Courage,Battle Pack 3: Monster League,BP03-EN147,1.03,99
Bark of Dark Ruler,Battle Pack 3: Monster League,BP03-EN191,1.05,28
Bark of Dark Ruler,Battle Pack 3: Monster League,BP03-EN191,1.05,61
Bashing Shield,Battle Pack 3: Monster League,BP03-EN186,1.19,89
Bashing Shield,Battle Pack 3: Monster League,BP03-EN186,1.3,48
Battlestorm,Battle Pack 3: Monster League,BP03-EN055,1.07,57
Battlestorm,Battle Pack 3: Monster League,BP03-EN055,1.05,99
Bazoo the Soul-Eater,Battle Pack 3: Monster League,BP03-EN002,1.03,85
Bazoo the Soul-Eater,Battle Pack 3: Monster League,BP03-EN002,1.01,66
Berserk Gorilla,Battle Pack 3: Monster League,BP03-EN008,1.21,16
Berserk Gorilla,Battle Pack 3: Monster League,BP03-EN008,1.09,99
Black Brachios,Battle Pack 3: Monster League,BP03-EN112,1.01,71
Black Brachios,Battle Pack 3: Monster League,BP03-EN112,1.05,48
Black Stego,Battle Pack 3: Monster League,BP03-EN025,1.1,77
Black Stego,Battle Pack 3: Monster League,BP03-EN025,1.1,86
Black Veloci,Battle Pack 3: Monster League,BP03-EN037,1.01,27
Black Veloci,Battle Pack 3: Monster League,BP03-EN037,1.02,75
Blizzard Dragon,Battle Pack 3: Monster League,BP03-EN031,1.13,35
Blizzard Dragon,Battle Pack 3: Monster League,BP03-EN031,1.13,47
Blue Thunder T-45,Battle Pack 3: Monster League,BP03-EN039,1.0,63
Blue Thunder T-45,Battle Pack 3: Monster League,BP03-EN039,1.05,81
Book of Eclipse,Battle Pack 3: Monster League,BP03-EN159,2.17,37
Book of Eclipse,Battle Pack 3: Monster League,BP03-EN159,2.11,95
Book of Life,Battle Pack 3: Monster League,BP03-EN145,1.24,20
Book of Life,Battle Pack 3: Monster League,BP03-EN145,1.37,28
Bound Wand,Battle Pack 3: Monster League,BP03-EN175,1.11,32
Bound Wand,Battle Pack 3: Monster League,BP03-EN175,1.08,38
Breaker the Magical Warrior,Battle Pack 3: Monster League,BP03-EN005,1.26,12
Breaker the Magical Warrior,Battle Pack 3: Monster League,BP03-EN005,1.25,17
Butterflyoke,Battle Pack 3: Monster League,BP03-EN225,1.01,96
Butterflyoke,Battle Pack 3: Monster League,BP03-EN225,1.02,32
Butterspy Protection,Battle Pack 3: Monster League,BP03-EN230,1.02,72
Butterspy Protection,Battle Pack 3: Monster League,BP03-EN230,1.02,26
Call of the Atlanteans,Battle Pack 3: Monster League,BP03-EN178,1.08,13
Call of the Atlanteans,Battle Pack 3: Monster League,BP03-EN178,1.09,26
Call of the Haunted,Battle Pack 3: Monster League,BP03-EN187,0.9,27
Call of the Haunted,Battle Pack 3: Monster League,BP03-EN187,1.09,84
Call of the Mummy,Battle Pack 3: Monster League,BP03-EN146,1.08,8
Call of the Mummy,Battle Pack 3: Monster League,BP03-EN146,1.08,97
Card Advance,Battle Pack 3: Monster League,BP03-EN185,4.02,18
Card Advance,Battle Pack 3: Monster League,BP03-EN185,4.15,69
Card Guard,Battle Pack 3: Monster League,BP03-EN065,1.0,66
Card Guard,Battle Pack 3: Monster League,BP03-EN065,1.01,8
Cestus of Dagla,Battle Pack 3: Monster League,BP03-EN148,1.08,20
Cestus of Dagla,Battle Pack 3: Monster League,BP03-EN148,1.1,50
Chaos Burst,Battle Pack 3: Monster League,BP03-EN203,1.04,35
Chaos Burst,Battle Pack 3: Monster League,BP03-EN203,1.05,72
Chiron the Mage,Battle Pack 3: Monster League,BP03-EN015,1.04,15
Chiron the Mage,Battle Pack 3: Monster League,BP03-EN015,0.92,2
Creature Swap,Battle Pack 3: Monster League,BP03-EN144,1.12,32
Creature Swap,Battle Pack 3: Monster League,BP03-EN144,1.11,4
Cross-Sword Beetle,Battle Pack 3: Monster League,BP03-EN053,1.04,76
Cross-Sword Beetle,Battle Pack 3: Monster League,BP03-EN053,1.07,43
Curse of Anubis,Battle Pack 3: Monster League,BP03-EN199,1.07,47
Curse of Anubis,Battle Pack 3: Monster League,BP03-EN199,1.07,54
Cyber Phoenix,Battle Pack 3: Monster League,BP03-EN020,1.06,54
Cyber Phoenix,Battle Pack 3: Monster League,BP03-EN020,1.04,39
Daigusto Emeral,Battle Pack 3: Monster League,BP03-EN122,9.82,71
Dark Bribe,Battle Pack 3: Monster League,BP03-EN202,1.5,8
Dark Bribe,Battle Pack 3: Monster League,BP03-EN202,1.5,23
Defender, the Magical Knight,Battle Pack 3: Monster League,BP03-EN054,1.73,15
Defender, the Magical Knight,Battle Pack 3: Monster League,BP03-EN054,1.73,53
Destructotron,Battle Pack 3: Monster League,BP03-EN049,1.05,60
Destructotron,Battle Pack 3: Monster League,BP03-EN049,0.99,32
Dimension Gate,Battle Pack 3: Monster League,BP03-EN226,1.03,57
Dimension Gate,Battle Pack 3: Monster League,BP03-EN226,1.05,63
Diskblade Rider,Battle Pack 3: Monster League,BP03-EN043,1.01,98
Diskblade Rider,Battle Pack 3: Monster League,BP03-EN043,0.99,49
Dodger Dragon,Battle Pack 3: Monster League,BP03-EN085,1.36,86
Dodger Dragon,Battle Pack 3: Monster League,BP03-EN085,1.28,96
Dragon's Gunfire,Battle Pack 3: Monster League,BP03-EN141,1.08,62
Dragon's Gunfire,Battle Pack 3: Monster League,BP03-EN141,1.09,51
Dweller in the Depths,Battle Pack 3: Monster League,BP03-EN029,1.02,64
Dweller in the Depths,Battle Pack 3: Monster League,BP03-EN029,1.02,43
Electromagnetic Bagworm,Battle Pack 3: Monster League,BP03-EN100,1.02,62
Electromagnetic Bagworm,Battle Pack 3: Monster League,BP03-EN100,1.01,72
Enraged Battle Ox,Battle Pack 3: Monster League,BP03-EN011,1.04,40
Enraged Battle Ox,Battle Pack 3: Monster League,BP03-EN011,1.06,45
Evigishki Merrowgeist,Battle Pack 3: Monster League,BP03-EN121,1.33,17
Evilswarm Ketos,Battle Pack 3: Monster League,BP03-EN098,0.98,10
Evilswarm Ketos,Battle Pack 3: Monster League,BP03-EN098,1.02,13
Evilswarm O'lantern,Battle Pack 3: Monster League,BP03-EN099,1.04,76
Evilswarm O'lantern,Battle Pack 3: Monster League,BP03-EN099,1.04,36
Exploder Dragon,Battle Pack 3: Monster League,BP03-EN028,1.94,65
Exploder Dragon,Battle Pack 3: Monster League,BP03-EN028,2.11,13
Fabled Ashenveil,Battle Pack 3: Monster League,BP03-EN079,1.05,70
Fabled Ashenveil,Battle Pack 3: Monster League,BP03-EN079,1.05,60
Fairy Cheer Girl,Battle Pack 3: Monster League,BP03-EN129,3.05,35
Fighting Spirit,Battle Pack 3: Monster League,BP03-EN155,1.05,10
Fighting Spirit,Battle Pack 3: Monster League,BP03-EN155,1.08,89
Flame Tiger,Battle Pack 3: Monster League,BP03-EN095,1.0,5
Flame Tiger,Battle Pack 3: Monster League,BP03-EN095,0.99,45
Forbidden Chalice,Battle Pack 3: Monster League,BP03-EN164,1.39,95
Forbidden Chalice,Battle Pack 3: Monster League,BP03-EN164,1.34,26
Forbidden Lance,Battle Pack 3: Monster League,BP03-EN172,1.27,61
Forbidden Lance,Battle Pack 3: Monster League,BP03-EN172,1.18,68
Forbidden Scripture,Battle Pack 3: Monster League,BP03-EN184,1.05,2
Forbidden Scripture,Battle Pack 3: Monster League,BP03-EN184,1.04,63
Forgotten Temple of the Deep,Battle Pack 3: Monster League,BP03-EN216,1.09,83
Forgotten Temple of the Deep,Battle Pack 3: Monster League,BP03-EN216,1.09,57
Freya, Spirit of Victory,Battle Pack 3: Monster League,BP03-EN027,1.15,8
Freya, Spirit of Victory,Battle Pack 3: Monster League,BP03-EN027,1.21,51
Frontier Wiseman,Battle Pack 3: Monster League,BP03-EN003,1.05,0
Frontier Wiseman,Battle Pack 3: Monster League,BP03-EN003,1.06,90
Fusion Sword Murasame Blade,Battle Pack 3: Monster League,BP03-EN143,1.12,26
Fusion Sword Murasame Blade,Battle Pack 3: Monster League,BP03-EN143,1.22,68
Gagaga Cowboy,Battle Pack 3: Monster League,BP03-EN123,2.09,90
Gale Lizard,Battle Pack 3: Monster League,BP03-EN007,1.02,47
Gale Lizard,Battle Pack 3: Monster League,BP03-EN007,0.96,1
Gauntlet Warrior,Battle Pack 3: Monster League,BP03-EN070,1.06,2
Gauntlet Warrior,Battle Pack 3: Monster League,BP03-EN070,1.05,46
Gentlemander,Battle Pack 3: Monster League,BP03-EN106,1.04,60
Gentlemander,Battle Pack 3: Monster League,BP03-EN106,1.05,91
Ghostrick Alucard,Battle Pack 3: Monster League,BP03-EN131,2.2,89
Ghostrick Jackfrost,Battle Pack 3: Monster League,BP03-EN111,1.12,77
Ghostrick Jackfrost,Battle Pack 3: Monster League,BP03-EN111,1.18,59
Ghosts From the Past,Battle Pack 3: Monster League,BP03-EN233,1.04,7
Ghosts From the Past,Battle Pack 3: Monster League,BP03-EN233,1.04,76
Giant Soldier of Steel,Battle Pack 3: Monster League,BP03-EN126,2.17,20
Golden Flying Fish,Battle Pack 3: Monster League,BP03-EN040,1.08,84
Golden Flying Fish,Battle Pack 3: Monster League,BP03-EN040,1.1,36
Gonogo,Battle Pack 3: Monster League,BP03-EN047,1.06,54
Gonogo,Battle Pack 3: Monster League,BP03-EN047,1.04,48
Gorgonic Golem,Battle Pack 3: Monster League,BP03-EN110,0.96,50
Gorgonic Golem,Battle Pack 3: Monster League,BP03-EN110,1.02,69
Grenosaurus,Battle Pack 3: Monster League,BP03-EN116,1.12,60
Gyroid,Battle Pack 3: Monster League,BP03-EN016,1.1,97
Gyroid,Battle Pack 3: Monster League,BP03-EN016,1.1,46
Herald of Green Light,Battle Pack 3: Monster League,BP03-EN022,1.09,48
Herald of Green Light,Battle Pack 3: Monster League,BP03-EN022,1.1,3
Herald of Orange Light,Battle Pack 3: Monster League,BP03-EN050,1.24,39
Herald of Orange Light,Battle Pack 3: Monster League,BP03-EN050,1.26,76
Heroic Champion - Gandiva,Battle Pack 3: Monster League,BP03-EN124,2.0,74
Heroic Champion - Kusanagi,Battle Pack 3: Monster League,BP03-EN125,3.09,46
Hyper Hammerhead,Battle Pack 3: Monster League,BP03-EN012,1.04,22
Hyper Hammerhead,Battle Pack 3: Monster League,BP03-EN012,1.04,38
Hypnocorn,Battle Pack 3: Monster League,BP03-EN077,1.03,90
Hypnocorn,Battle Pack 3: Monster League,BP03-EN077,1.01,72
Inspiration,Battle Pack 3: Monster League,BP03-EN232,1.03,54
Inspiration,Battle Pack 3: Monster League,BP03-EN232,1.05,85
Intrigue Shield,Battle Pack 3: Monster League,BP03-EN231,1.03,88
Intrigue Shield,Battle Pack 3: Monster League,BP03-EN231,1.31,84
Jerry Beans Man,Battle Pack 3: Monster League,BP03-EN001,1.09,90
Jerry Beans Man,Battle Pack 3: Monster League,BP03-EN001,1.01,12
Jurrac Protops,Battle Pack 3: Monster League,BP03-EN073,1.07,10
Jurrac Protops,Battle Pack 3: Monster League,BP03-EN073,1.05,13
Knight Day Grepher,Battle Pack 3: Monster League,BP03-EN109,0.97,41
Knight Day Grepher,Battle Pack 3: Monster League,BP03-EN109,1.0,1
Koa'ki Meiru Beetle,Battle Pack 3: Monster League,BP03-EN066,0.97,16
Koa'ki Meiru Beetle,Battle Pack 3: Monster League,BP03-EN066,1.03,60
Koa'ki Meiru Drago,Battle Pack 3: Monster League,BP03-EN057,1.18,55
Koa'ki Meiru Drago,Battle Pack 3: Monster League,BP03-EN057,1.32,25
Koa'ki Meiru Guardian,Battle Pack 3: Monster League,BP03-EN056,1.01,77
Koa'ki Meiru Guardian,Battle Pack 3: Monster League,BP03-EN056,1.07,27
Koa'ki Meiru Sandman,Battle Pack 3: Monster League,BP03-EN072,1.12,29
Koa'ki Meiru Sandman,Battle Pack 3: Monster League,BP03-EN072,1.08,72
Koa'ki Meiru Wall,Battle Pack 3: Monster League,BP03-EN081,1.08,9
Koa'ki Meiru Wall,Battle Pack 3: Monster League,BP03-EN081,1.08,43
Kunai with Chain,Battle Pack 3: Monster League,BP03-EN210,1.11,98
Kunai with Chain,Battle Pack 3: Monster League,BP03-EN210,1.05,74
Lavalval Ignis,Battle Pack 3: Monster League,BP03-EN120,1.12,1
Lion Alligator,Battle Pack 3: Monster League,BP03-EN089,1.03,40
Lion Alligator,Battle Pack 3: Monster League,BP03-EN089,1.02,7
Lord Poison,Battle Pack 3: Monster League,BP03-EN009,1.27,52
Lord Poison,Battle Pack 3: Monster League,BP03-EN009,1.24,90
Machine Assembly Line,Battle Pack 3: Monster League,BP03-EN167,1.21,65
Machine Assembly Line,Battle Pack 3: Monster League,BP03-EN167,1.08,7
Madolche Baaple,Battle Pack 3: Monster League,BP03-EN097,1.06,50
Madolche Baaple,Battle Pack 3: Monster League,BP03-EN097,1.09,28
Magical Exemplar,Battle Pack 3: Monster League,BP03-EN044,1.13,33
Magical Exemplar,Battle Pack 3: Monster League,BP03-EN044,1.14,93
Magical Undertaker,Battle Pack 3: Monster League,BP03-EN105,1.05,67
Magical Undertaker,Battle Pack 3: Monster League,BP03-EN105,0.99,81
Magicians Unite,Battle Pack 3: Monster League,BP03-EN152,1.06,98
Magicians Unite,Battle Pack 3: Monster League,BP03-EN152,1.06,99
Mark of the Rose,Battle Pack 3: Monster League,BP03-EN160,1.07,99
Mark of the Rose,Battle Pack 3: Monster League,BP03-EN160,1.1,10
Mask of Weakness,Battle Pack 3: Monster League,BP03-EN190,1.03,93
Mask of Weakness,Battle Pack 3: Monster League,BP03-EN190,0.98,6
Master Craftsman Gamil,Battle Pack 3: Monster League,BP03-EN115,1.06,65
Master Craftsman Gamil,Battle Pack 3: Monster League,BP03-EN115,1.05,50
Meklord Army of Granel,Battle Pack 3: Monster League,BP03-EN083,1.05,98
Meklord Army of Granel,Battle Pack 3: Monster League,BP03-EN083,1.05,1
Memory Loss,Battle Pack 3: Monster League,BP03-EN229,1.06,57
Memory Loss,Battle Pack 3: Monster League,BP03-EN229,1.06,91
Metabo-Shark,Battle Pack 3: Monster League,BP03-EN068,1.06,91
Metabo-Shark,Battle Pack 3: Monster League,BP03-EN068,1.08,79
Metalmorph,Battle Pack 3: Monster League,BP03-EN189,1.07,21
Metalmorph,Battle Pack 3: Monster League,BP03-EN189,1.09,66
Mind Over Matter,Battle Pack 3: Monster League,BP03-EN209,1.09,49
Mind Over Matter,Battle Pack 3: Monster League,BP03-EN209,1.43,62
Miniaturize,Battle Pack 3: Monster League,BP03-EN206,1.02,4
